split,source_order,pair_id,cve_id,cwe_id,language,source,is_augmented,seed_cve_id,role,vulnerable_code_sha256,fixed_code_sha256,code_pair_sha256
train,10,caadafc85c8469c9f5f7f64742bfba4d,CVE-2020-11068,CWE-120,C,cvefixes,False,CVE-2020-11068,derivation,ab451cfea43157efd5f87ced03c0d5c7ed4149207455598fbcaac8f2de150fe2,ab451cfea43157efd5f87ced03c0d5c7ed4149207455598fbcaac8f2de150fe2,755e8d785d2937239f5ed270f5d54f210f942654308575957cf73d8206d9f935
train,11,36e1f44dedb042ea81aae65402e6aa2d,CVE-2010-3844,CWE-120,C,cvefixes,False,CVE-2010-3844,derivation,5f20ff97bdb4091012bf00d2f2f227aab470fb91ab0bb10dcf966890b9dbe665,5f20ff97bdb4091012bf00d2f2f227aab470fb91ab0bb10dcf966890b9dbe665,39577015b9ff811e9c2c60959eb52466f12b9e79cbf3ff8b08fb327f6fe24c93
train,12,129631086704d56b063ff1de81955521,CVE-2018-14359,CWE-120,C,cvefixes,False,CVE-2018-14359,derivation,8f22b9af26f62f70a0dd4668af632589bf86b442a943b43a555da7193724b836,a0c7dbd937640e82bbaccf6d89c6660300a11e7c90fb859927f8bea6e13133c6,7f2b04946eca2691c3ce865aae2b3bf298f8fdb23d4dcdeb9bb8567066eaef83
train,13,41946c2792f8850fff368a36e3c82fed,CVE-2022-24949,CWE-120,C++,cvefixes,False,CVE-2022-24949,derivation,f85f2488fc7eedfec5183a01a356b679f8fc3a2f150f4df86587f240324ba4ca,f85f2488fc7eedfec5183a01a356b679f8fc3a2f150f4df86587f240324ba4ca,9f0fe787dc0bd0695a5dc2a6ebc3b3b1616b913032dea964764c614df380759a
train,14,5c13052ebf6ef29aa22c943a3996fb7f,CVE-2020-36158,CWE-120,C,cvefixes,False,CVE-2020-36158,derivation,c8d8f7b2dbc2d32275d8e6d5427acd43ac9325bf6d4010c57edfdc7276d574a0,c8d8f7b2dbc2d32275d8e6d5427acd43ac9325bf6d4010c57edfdc7276d574a0,1ca653e347df904495eff9ae303d49358a61d1ea979433835822776fc84fcd83
train,15,8cb0d4c299cd2a7dbb274432a510ee32,CVE-2020-11068,CWE-120,C++,cvefixes,False,CVE-2020-11068,derivation,ba5de2213c593f4c438ad408c98b7c53a44c29138faa2929e3b899aba021d856,ba5de2213c593f4c438ad408c98b7c53a44c29138faa2929e3b899aba021d856,318afaafab0e4793831346176df6d49d386f657a6679207455afb0327bb0d759
train,16,0ae33c81b3147a9c6da0c37f59545023,CVE-2018-14359,CWE-120,C++,cvefixes,False,CVE-2018-14359,derivation,f6b11e77856ffb50e2d0a3559ec0c9800d3c44f251c53e011905b81c7b58a563,1a3aec369558b1de522856892f0e0a8e14e06d55c906ffc545a6423cbe1a57a7,81eae2f6615e53da16665d62d4b401698e87a4ae5fd2fa0d8d017122e7825f99
train,17,575ed5203fcf944fd053e8d8114a4b53,CVE-2018-12584,CWE-120,C++,cvefixes,False,CVE-2018-12584,derivation,2ecb98bb68c528aa8262f18b14f41e49d1b0af0aa9d12d2722efe0ec5a0ad3f0,2ecb98bb68c528aa8262f18b14f41e49d1b0af0aa9d12d2722efe0ec5a0ad3f0,3e5ae6da71f8618b34080c8c49008966b65e1b6f11012d470c6e453bde9f06a4
train,18,2206a6eeb9cdb8f510f3c2962c38a36a,CVE-2022-24754,CWE-120,C++,cvefixes,False,CVE-2022-24754,derivation,c4f41e54594eae7910e73c44584161da3b8680d5827aef18225e729a70b710e0,dac426ba528b8a44b3c3181b5a23be9f0944e667a63504572a1ee348db8c990c,482ac7d2f90d2064dcc32f46d1b75ca359cd9028f3fae8d9a2832f5e1decebbd
train,19,34cabee89008e7a365bad1142584f9c1,CVE-2018-14359,CWE-120,JavaScript,cvefixes,False,CVE-2018-14359,derivation,a6adb87fb523ed70b2085a2e33b10853818815e5dc3780cf1862abee1768fc4a,0439cee59586a10262001aedc833bd626f0720f53c50cd0092c4e61bae1c6646,385e828bf42d40819825e97305b12f1dcbb78217d0f30b9a992f8616926652d5
train,20,00bafa1f090f7c0fad0718032d4ce0ec,CVE-2015-5745,CWE-120,C,cvefixes,False,CVE-2015-5745,derivation,7bb8c96e9e134eabe8d21b0508cd6363cfc69dc401160309eaa7cabd1349c2e3,7bb8c96e9e134eabe8d21b0508cd6363cfc69dc401160309eaa7cabd1349c2e3,a6de33f58a3a333d930fe1edb4f2b9f061d5b8c93d8cb8ee0ac6a26beb1bf4b1
train,21,f957c0cf741ee71a1aa6ca69cc12cb9f,CVE-2022-24949,CWE-120,C++,cvefixes,False,CVE-2022-24949,derivation,dfa4e921e44922b2ae26463bc826f3e9d3ab4497f94c6684ff20f5dcc1258c2f,ed2bcb939c526de9faf198de47bf5e91ce725f872b6c2b30387854f2eb0ae946,1a7556c1a7e77154f211d3770a03b2f4972ce034bd87e4117c36bc36fa44820d
train,22,81295cd8a3d336068787f655431cc6e1,CVE-2020-5204,CWE-120,C,cvefixes,False,CVE-2020-5204,derivation,4197324b29ebf80b74819a0f1a8d0669d60ba658f876f6351423bfb0148321ab,4197324b29ebf80b74819a0f1a8d0669d60ba658f876f6351423bfb0148321ab,82e2090ef183f8ccd6735702c9ba986e61a30a1d340c816c6304935b3b16f93d
train,23,19cb32f3a2d248ecd3e5b911b167d9a2,CVE-2022-1735,CWE-120,C,cvefixes,False,CVE-2022-1735,derivation,f316ab8f2b89908042306da4695e10c955b237e800e67f5b05bd10b733d4caed,b739b9cf1eaa0238fe87da45dbed51dbb6f6800e63cab3add156b361a1dc8450,823fd03160e642544a8a2f7f3b0d559d5b3df178a38cb7e9164747814b658603
train,24,1e887f606f2ecc8c259523ac984ec3e5,CVE-2022-27008,CWE-120,C,cvefixes,False,CVE-2022-27008,derivation,0f5e937392e54bed2568a965e96569ae9948d693e9cbfcd61ea684456dba2446,0f5e937392e54bed2568a965e96569ae9948d693e9cbfcd61ea684456dba2446,21c2e8d04fec3372308ec78a9534459993da97367c9fb399923c6d78a617fadc
train,25,7c53fbdb7a6006bb1e22b4e6b5dd4a5d,CVE-2020-5209,CWE-120,C,cvefixes,False,CVE-2020-5209,derivation,bdba8e7350d7ef781b7f762c845a0c0024280541d19a50faf79d7fde1d5b840b,bdba8e7350d7ef781b7f762c845a0c0024280541d19a50faf79d7fde1d5b840b,2e5e584bd7b430f1a9f55792ed2354a4b2e0af95b528977b3120e30da8e7c087
train,26,110cb2fa95559164ce7f9b064ce71c00,CVE-2021-31255,CWE-120,C,cvefixes,False,CVE-2021-31255,derivation,b73914401807f0cec5aff8695b4432f8b7b6496f10eb548349c6e5ae4fd11012,b73914401807f0cec5aff8695b4432f8b7b6496f10eb548349c6e5ae4fd11012,3c374585a2e70fa49b201776f4410fa49f1d7637d41566d5393e1fd298da1f8c
train,27,3c7f3e4eb4b3537ec0ab4826ff3d18f2,CVE-2022-24754,CWE-120,C,cvefixes,False,CVE-2022-24754,derivation,0e6cc0bc80f0c35968a1ff82d604c55bb659ac8dc19aabe095a9d1b5b8629e71,dcc2ad6004afacfde022d62eece1a7bb6ee058da76784c7aa6b2ed2dfbe11fc2,d9b4aab0b998f76abcb990929683ac328ca6bb18b3349648ad6f45a11fd024db
train,28,75f7451cd94c85476b2e0fc5b83b51a5,CVE-2022-24949,CWE-120,C++,cvefixes,False,CVE-2022-24949,derivation,a628eaf16f7934fe94c1f5859af7ec9dd71fba43a76414194e1b59c1cda211a9,7eaeaf5b934c97ed8adb0bc70e0ecc69890baabbf484859dc7738bff1696dd03,6664b776bb7a39479a96ba7a90f1a77d0ca246b1817e31ed6be9e7867bbab40b
train,29,4eae73a3544ccf4a52688dfc4bb40169,CVE-2020-15173,CWE-120,C,cvefixes,False,CVE-2020-15173,derivation,fd7f0abb4b9ebb29ac8c6e6170c127caa812dbdb1598b747c28b97d5e7f2bd34,fd7f0abb4b9ebb29ac8c6e6170c127caa812dbdb1598b747c28b97d5e7f2bd34,78d6584006715ffeaa382f8d42e44bc361ca0975f4e1a4b0680d2c6d616a5e51
train,30,a8af8e542b956744eb218c0fcdd60f5f,CVE-2018-14359,CWE-120,C,cvefixes,False,CVE-2018-14359,derivation,0b832754c9465ea59e32f457e2f2060677cbca50deb16519314698a950c53fed,0b832754c9465ea59e32f457e2f2060677cbca50deb16519314698a950c53fed,22ffc8a1792568e26f7724ff00808e3ab0c5be6582640f35698bef13cab88a89
train,31,7f25971c569d23c57def062e03ec86eb,CVE-2014-9628,CWE-120,C,cvefixes,False,CVE-2014-9628,derivation,87fd740f6c60950269273da0de0fb74800527e1942cefb9256b5fad8a99179ed,87fd740f6c60950269273da0de0fb74800527e1942cefb9256b5fad8a99179ed,4dce90c2a069d07c2675ac9642f5444250b38ed3ece57892906500a292f0a4a6
train,32,40a3ba1b1b8185ce314bbf4126ef57df,CVE-2020-15007,CWE-120,C,cvefixes,False,CVE-2020-15007,derivation,67294ed289bab9118717990a96db6a0b33e5075b25656b56b8abff428795237f,67294ed289bab9118717990a96db6a0b33e5075b25656b56b8abff428795237f,1f00e6035e54af9446cb1a2dbd228924f64e053997e7d26ed58048a1220afe8f
train,33,415f0389f98407697602b3d9f7a4a219,CVE-2022-24949,CWE-120,C++,cvefixes,False,CVE-2022-24949,derivation,23e6f407e187b01fff5a4b0ad48a8588905f5450675708eead580d9474e83bc7,7795de49de71b134651e54a21e33a8d0bfd9b05096c384a3ec445d90af579e9e,fdd4af92e4feb93c0771fa1ad700cd93745f6d46bd9bd276a776c4ae84928006
train,34,d11d235794026ffd8aa6b5cfc0f521d2,CVE-2018-14359,CWE-120,C,cvefixes,False,CVE-2018-14359,derivation,d36d72a70f934684b8b1653cf17df31a43f1fb1887df20a2bd4fdee50aea90a1,396d42c453f6a27ff40d2bf1ef7758323e0092b26c4a684bc79957b46a86d592,34f1275563223d22400ab0e7dcead954b1ac37a2a0f5a36c02e68dcc97b508bc
train,35,039bc048f7cf39818670da34da824064,CVE-2022-24754,CWE-120,C,cvefixes,False,CVE-2022-24754,derivation,1f31e0d7cb3fd6a8ebaa80ecac80b7c4bcdaf70b5804fee6446f08dbfcd23cca,1f31e0d7cb3fd6a8ebaa80ecac80b7c4bcdaf70b5804fee6446f08dbfcd23cca,ce6081cc942a207c07964ce18c01a7423acf886c34cd0791e43bd4c6107973e1
train,36,4f12fdd112e977a0a04f6af869eebaa3,CVE-2020-15173,CWE-120,C,cvefixes,False,CVE-2020-15173,derivation,b622d684d5ddf1f84e5868f09a9f793935d7da6f5329dd1b6c9622844669e8c1,da3ba1e9892ef806581e4c68baf6ccdf897d72c272a59c5540ae66891b2f225d,eeb47bb64909f44379622bab60ffad0415e3a28e3218f7b94f20ed49226a8648
train,37,d6e1c78305f27bef4e89cbbec4b4b2d2,CVE-2022-1735,CWE-120,C,cvefixes,False,CVE-2022-1735,derivation,ab80137c37aa105a57c4dad39c12f2b034281a5e462c0ffec974671e0c54e210,ab80137c37aa105a57c4dad39c12f2b034281a5e462c0ffec974671e0c54e210,cf5329140e7f1c375097e71edb71162e6ae5e9877f734caad88db2bf6ac7a669
train,38,2850e9334bdb5b34c9d163cff74af867,CVE-2021-33909,CWE-120,C,cvefixes,False,CVE-2021-33909,derivation,47c7d32e5e2e93ffd2fce873b3dab9f9a295bfa0c0183d5e071920959f883093,47c7d32e5e2e93ffd2fce873b3dab9f9a295bfa0c0183d5e071920959f883093,db4900fce269558d6cab7036bfaa2e8fcc6e4d2e418c989f9c8c262516cb2a0c
train,39,2622d17082fa40ade76d86c0a28dfc81,CVE-2014-9625,CWE-120,C,cvefixes,False,CVE-2014-9625,derivation,8bdb3d1a7aee852a1c7277e726130faa54ae77ae1411c633f90684a4dbabdadc,8bdb3d1a7aee852a1c7277e726130faa54ae77ae1411c633f90684a4dbabdadc,413b3e5619654fb18852f7c59c5db7aaa2a0bb846f49809dd683ab01cde4d8ba
train,40,b1434d9a716c78d768c9e5138a605245,CVE-2018-14359,CWE-120,C,cvefixes,False,CVE-2018-14359,derivation,5787ae7391a6c177aebc2f40efe47e038347057bb2dc65223373bb8063381c77,5787ae7391a6c177aebc2f40efe47e038347057bb2dc65223373bb8063381c77,66abeccae9c4736c2c0ac08eca8b627ccae30673e6d2521ffdb039b41a46b56c
train,41,9d5f6fe119a29ce76ae363cebd7bbe1f,CVE-2022-29210,CWE-120,C++,cvefixes,False,CVE-2022-29210,derivation,12e9ad1d171f9b83b0c5f0a8136da8a5c6aab180708692d949416997db8b13be,d43bfe07eb92814050630479d6c99079a6c915719fe27df4192769e7a62e5b7d,0357cab1184aee743a344146407f4a4d070fa833c45aa410d94f16c36b9f8aa9
train,42,0939407d47818fa499b28ac1bb4a9eb3,CVE-2021-30045,CWE-120,C++,cvefixes,False,CVE-2021-30045,derivation,20d95cb20e156cb2d7595ff724c8414ceebd06c478667cfeeac0011af0c3ffca,20d95cb20e156cb2d7595ff724c8414ceebd06c478667cfeeac0011af0c3ffca,d02d03dbfe6f3b6628b0156669e45fd20a60c4c6ab2829f9311e66c6c125d62e
train,43,1bfdd5ea75c2a2e32ce93212fabc7e4d,CVE-2022-24949,CWE-120,C++,cvefixes,False,CVE-2022-24949,derivation,386df043ac689f9ff87046ed7def643138c576e4b0fb2d5f16aa7b2f91ed68cd,fe249e5c8d2f09fee6b26ac307b332e2bf5395748b0f5409fdc4729d95a13a6f,67dd5d067ec091fd3f0f31da60cf72cb686fb6cb5ad2ac3642fcaf87a4764d8c
train,44,645bb1f20d6a3d47719d1156c76ff49f,CVE-2018-14359,CWE-120,C,cvefixes,False,CVE-2018-14359,derivation,7b8e5b23c25b5a8d42acbc3e974ed0638cea114dbe3f5af2a463753c3536f7b6,7b8e5b23c25b5a8d42acbc3e974ed0638cea114dbe3f5af2a463753c3536f7b6,97a60f2d0f51f53d77c18c88b95a95a6786e56a142b1bc71094aad276ed164fc
train,45,f1eae01f2a7cf3d4ae07de29606c9d7b,CVE-2021-29612,CWE-120,C++,cvefixes,False,CVE-2021-29612,derivation,e9cd4955cea38afaf06912f1710ee0b7e385fa7551da8b19db41d0f281f930e9,e9cd4955cea38afaf06912f1710ee0b7e385fa7551da8b19db41d0f281f930e9,8b7c81f5a3ad41097f5b00f7832be8c8cf3b09c6bd50d5235ff6c5734ffc9950
train,46,4e17805adf6de4196e0de82225866652,CVE-2022-27008,CWE-120,JavaScript,cvefixes,False,CVE-2022-27008,derivation,a2329277c075a5f6cac82095a7dd22227bb587d99d8c0caad541572d8206adba,a2329277c075a5f6cac82095a7dd22227bb587d99d8c0caad541572d8206adba,f0ac67c19eda1cd4a5923343e8c6b3a0a250c613d2eeeb8bfdb9ae6185062eeb
train,47,62ea9ec585884c3df7888de815dfeb48,CVE-2020-5209,CWE-120,C,cvefixes,False,CVE-2020-5209,derivation,f9bde54edd61c9cb514579ce3bf0df03a057bee4efcd309194963a4e74bcf1b9,f9bde54edd61c9cb514579ce3bf0df03a057bee4efcd309194963a4e74bcf1b9,269e85a5749cbaceecb4dc63b20cf2621e395e13d1d909d93340b3c12801b85f
train,48,fb48cecd0cdaeb12405e8f1b90e7a559,CVE-2016-9583,CWE-125,C,cvefixes,False,CVE-2016-9583,derivation,197edf10c4d9ecf0d104bc4b8fd5e7f8952f8a515f20765ca3cb12fa0158dd4c,ef8b0ec7b27e9883735ad29c1e1d79925709701b95574add93454d897d7d68f9,6fd5a8e76b4585c6c678b0b522c54ee817c555531dc75141161c2c8d3e8ac31c
train,49,96a9cbb70cf4fc7db5bc9c418efa1bb4,CVE-2017-13023,CWE-125,C,cvefixes,False,CVE-2017-13023,derivation,1679c4c7b3c1a17706aa4653ad969a25979843f7c0c5bb348c69cff1a820403e,1679c4c7b3c1a17706aa4653ad969a25979843f7c0c5bb348c69cff1a820403e,c2c5d9b1ac1d94e3716b4fb65b8ef9d44c68f12a215e2214ca3cfa2eb1c9bbe9
train,50,d23720126211dc6ac3e6b9f976a782b5,CVE-2017-6801,CWE-125,C++,cvefixes,False,CVE-2017-6801,derivation,add96efef3ad809e6c5e7a6ef84ac607e6689dfc57bbbe931f6db3610ccd6463,add96efef3ad809e6c5e7a6ef84ac607e6689dfc57bbbe931f6db3610ccd6463,eb45156919130e4644688ed6890591c98c2a3a4e80806a37e42cecb9604ec83d
train,51,9e2a9f26e077a25304add8a9b0bb87b5,CVE-2016-8689,CWE-125,C,cvefixes,False,CVE-2016-8689,derivation,bd79e40dd6fc872e5bb3c5fd3dcd2e837acaa97f6f2a786fd47d483aaf829978,bd79e40dd6fc872e5bb3c5fd3dcd2e837acaa97f6f2a786fd47d483aaf829978,610c273c16d5616c837c9d81da4e9f8f3b8a699da24ad055c2072036ffce9462
train,52,f2d51eb111ceb2e27f8ed9ebdb85d214,CVE-2018-20175,CWE-125,C,cvefixes,False,CVE-2018-20175,derivation,9f5486f2fc8642109a6d784ce9c9aefc19f378d75600155fa06b706e2adae0c8,9f5486f2fc8642109a6d784ce9c9aefc19f378d75600155fa06b706e2adae0c8,f454ed33dafa06df12f703b8fd83943250366c02b18aa74dca7c3e4aba1251c5
train,53,f583ecd10597dfc62d17c20445c02d73,CVE-2022-21730,CWE-125,Python,cvefixes,False,CVE-2022-21730,derivation,186bf5d7f73d063108959b0e26cad60837fa9005730baca7d83f93f42ad66f48,186bf5d7f73d063108959b0e26cad60837fa9005730baca7d83f93f42ad66f48,d7469a21b257683d0820a5bd241fc08b0f97f7a0e2262be02c4958b1071f3c8d
train,54,e29c6f8fbd42773e68aec79ce3c48f90,CVE-2018-20174,CWE-125,C,cvefixes,False,CVE-2018-20174,derivation,8a63ae62a49b27d9cb68abaf1656aeb10e261cfbcb17e2c14ab5723177e8fd3f,8a63ae62a49b27d9cb68abaf1656aeb10e261cfbcb17e2c14ab5723177e8fd3f,a0fc0f7163a445f918763b0f64a7bec7cf9ffa3214ee3e83ae6d56cdb3bae620
train,55,2d4126b3a04eb5866ff862a2b6efb073,CVE-2018-8799,CWE-125,C,cvefixes,False,CVE-2018-8799,derivation,e0e64daa63791001074cc384104a05f7b056cdcc1a16bcefbb7b91d30e623ada,e0e64daa63791001074cc384104a05f7b056cdcc1a16bcefbb7b91d30e623ada,5fa64dc8a3f492396a961a0c965b30038e3c484f58edbd4e159c8b940ab9658f
train,56,23eaf0bfd7c9d1847f7acc6102390ec6,CVE-2018-8792,CWE-125,C++,cvefixes,False,CVE-2018-8792,derivation,82c44a63ac091504e512fdf886182639d500d6526313cab8d74ed7a9acd220ca,82c44a63ac091504e512fdf886182639d500d6526313cab8d74ed7a9acd220ca,c7f389cfc9d6abb8b75baecc810cec95f8a4d3ac5647b445ba83da636d3a164f
train,57,e2442719935a13101dc0e0c656b961f1,CVE-2019-14283,CWE-125,C,cvefixes,False,CVE-2019-14283,derivation,6f981d2e278209333deb9292f24e24ce012fe6be1d3faa734a2b5c60d62b8aad,6f981d2e278209333deb9292f24e24ce012fe6be1d3faa734a2b5c60d62b8aad,8a7506e96fd44d8a0994213e6ee380292e9be3a615cef6692657bc4a2b443e7d
train,58,b58fc018a9acc0cf23ade26b422c5117,CVE-2018-20174,CWE-125,C,cvefixes,False,CVE-2018-20174,derivation,04332e39891e7c76a6b6fe2fd7d4188504a9fdfa405dd14a4a1cb02139c5482f,04332e39891e7c76a6b6fe2fd7d4188504a9fdfa405dd14a4a1cb02139c5482f,6d141362054ad22c9ba7484a0e72adc78095effc0c10deda91f854b0b61d93c5
train,59,267d86af62e68c061889089470e09410,CVE-2019-19275,CWE-125,C,cvefixes,False,CVE-2019-19275,derivation,ef12ba3bc710bec4b99a649ace08f18d304d87d5724574074cc3c8a4dedbec70,ef12ba3bc710bec4b99a649ace08f18d304d87d5724574074cc3c8a4dedbec70,376ee4a89492976036df1898d52888ef35aae6f3448f6640f429c6d991621b6e
train,60,b4f11789d87a561334d16598811d1b36,CVE-2016-10269,CWE-125,C,cvefixes,False,CVE-2016-10269,derivation,32228b5d0e36c4fde71c5446dde2f3176dd04872773395b8b504405f1f7d67b3,32228b5d0e36c4fde71c5446dde2f3176dd04872773395b8b504405f1f7d67b3,7d8486f75effb563b13e45b6d8e0cde7b921f8179f06872e369c1ae4c268a9e5
train,61,ce434d19cdfcc85975da0daa7ea1919d,CVE-2017-12897,CWE-125,C,cvefixes,False,CVE-2017-12897,derivation,18fde49ba2b953f68868fabb6b8bae03000462d98dc58413554c16d7996f596e,18fde49ba2b953f68868fabb6b8bae03000462d98dc58413554c16d7996f596e,a3d748f6823b510b734c362a225db4864ee088ca02c90ef539c2d0a6312f0287
train,62,8f57441e3282e097b13a3c130be38e72,CVE-2017-13054,CWE-125,C,cvefixes,False,CVE-2017-13054,derivation,372d097f9609aeaf31dc6c046a408d9538d62e83ab76a90e1ade5e18b9148270,372d097f9609aeaf31dc6c046a408d9538d62e83ab76a90e1ade5e18b9148270,504f83ce327218a1e9ae927393ed559faf4dad0eba719d64fc0989a6fab2cbbe
train,63,141bd06a341b0f3ebdd9fc8d63f1ff6e,CVE-2017-8831,CWE-125,C,cvefixes,False,CVE-2017-8831,derivation,b1825523c03e41e3744399359a11c2bfb034351eaeb60528897c89b747d34535,958ad390865455892f7bd836666d408309b4448f20d2d31a58e852398ac9bdb4,b007b3ef5a7dd690e4f44cb770770e3bb84989e15293016d94052331b1690f3d
train,64,99c27823f68945f5844d94b238b0b54b,CVE-2017-11399,CWE-125,C,cvefixes,False,CVE-2017-11399,derivation,a1a3595a8ee49b26779baf611ed90148f9fe0c77d61f5b64e9f82b11abe4d029,a1a3595a8ee49b26779baf611ed90148f9fe0c77d61f5b64e9f82b11abe4d029,924d0db23b4bd7a7443d1cb7c9675dd5ce2ba21c8350ee7e7a4fed5af42ec00a
train,65,0396ca78b4d07a91fab8627a3b69c14e,CVE-2018-8792,CWE-125,C,cvefixes,False,CVE-2018-8792,derivation,54bdde767b84cea5690dfe8edd5e369c17614261559a4704a88968010e5c37e0,54bdde767b84cea5690dfe8edd5e369c17614261559a4704a88968010e5c37e0,0710e4e415a851d4989c05c5b92e2422fac020856d75a78063da6a7002b4b08d
train,66,c8e5e9dc39362f6fc9e31e8f40505c3e,CVE-2022-1052,CWE-125,C,cvefixes,False,CVE-2022-1052,derivation,6e3e8f3033354824f0ddcbd0a66a63ba19143fb1e50786f81767bcc01a143d34,6e3e8f3033354824f0ddcbd0a66a63ba19143fb1e50786f81767bcc01a143d34,7d6b49e1ae76c368aebda71f28bfd6a11402234dfb166966c1644cfaf0705cb1
train,67,79bb42df119a7bb8de7308fc849a16fa,CVE-2018-20178,CWE-125,C,cvefixes,False,CVE-2018-20178,derivation,6b169db4b3ac9af6efa84687274c1d9be7e5e6956a8ad9ab175edf17e699f76f,6b169db4b3ac9af6efa84687274c1d9be7e5e6956a8ad9ab175edf17e699f76f,3bf3f362e66b7dd13f578f6c0e8650b59177ca2d8de0bcf1233e929d4ce2fe6b
train,68,1332b793dfdaa41763c789fea13acdf5,CVE-2018-9989,CWE-125,C,cvefixes,False,CVE-2018-9989,derivation,73ffb9321dae2fee12e026587ff351c7616130b8e0c3944797a8bbc62e462079,73ffb9321dae2fee12e026587ff351c7616130b8e0c3944797a8bbc62e462079,64135094468afcf973228866b78152a0a919fc19564c77557c19da799f5c998a
train,69,870d0daff0067e99cbbba65d00d29ea6,CVE-2019-3557,CWE-125,C++,cvefixes,False,CVE-2019-3557,derivation,99a338ba7287ab5f8b6e6d44f44c80779eb413b6f0f24309536c1b58c09b5bc5,99a338ba7287ab5f8b6e6d44f44c80779eb413b6f0f24309536c1b58c09b5bc5,0fae4d4b4c89b62dfb366fa91877d5d5e0e10983937fd6683e7ca3e264430cbb
